recommender,shrink,topk,similarity,normalization,MAP
ItemKNNCFRecommender,124,1495,dice,bm25plus,0.018312358858680832
ItemKNNCFRecommender,85,1237,rp3beta,tfidf,0.01666684651784636
ItemKNNCFRecommender,91,1273,rp3beta,bm25,0.016184076711201423
ItemKNNCFRecommender,78,1915,cosine,tfidf,0.01758533871982235
ItemKNNCFRecommender,188,1039,cosine,tfidf,0.017569217214481795
ItemKNNCFRecommender,22,1418,cosine,bm25,0.018230809404391552
ItemKNNCFRecommender,65,256,dice,bm25plus,0.01803546174086287
ItemKNNCFRecommender,109,1879,jaccard,bm25,0.018611386439442
ItemKNNCFRecommender,186,1537,jaccard,bm25,0.018611473986001725
ItemKNNCFRecommender,65,154,cosine,tfidf,0.01732729103967078
ItemKNNCFRecommender,182,531,asym,tfidf,0.01755646950451157
ItemKNNCFRecommender,89,847,cosine,bm25plus,0.018020007203816937
ItemKNNCFRecommender,16,1590,rp3beta,tfidf,0.017843892076336097
ItemKNNCFRecommender,48,183,cosine,bm25plus,0.01804731418462782
ItemKNNCFRecommender,128,626,dice,bm25,0.018447010192037188
ItemKNNCFRecommender,132,566,dice,tfidf,0.017440699843798823
ItemKNNCFRecommender,121,292,dice,bm25plus,0.018071320370771752
ItemKNNCFRecommender,109,1616,dice,tfidf,0.017612578723081068
ItemKNNCFRecommender,124,1490,cosine,bm25,0.018235653524553908
ItemKNNCFRecommender,39,1415,dice,tfidf,0.01758771244069914
ItemKNNCFRecommender,80,1467,cosine,bm25plus,0.017930891926211907
ItemKNNCFRecommender,25,1150,dice,tfidf,0.017537047543006702
ItemKNNCFRecommender,89,1344,cosine,bm25plus,0.01793113746152204
ItemKNNCFRecommender,161,1800,dice,tfidf,0.017627538231162077
ItemKNNCFRecommender,172,768,asym,tfidf,0.017485311449461225
ItemKNNCFRecommender,159,369,dice,bm25,0.018395030630258057
ItemKNNCFRecommender,109,549,jaccard,bm25plus,0.01828145376607082
ItemKNNCFRecommender,74,1488,dice,bm25,0.01851551239784678
ItemKNNCFRecommender,93,396,dice,tfidf,0.017372765906710278
ItemKNNCFRecommender,197,893,cosine,tfidf,0.01754624457952476
ItemKNNCFRecommender,21,1893,cosine,bm25plus,0.017957226000360205
ItemKNNCFRecommender,73,427,cosine,bm25plus,0.01813052592885114
ItemKNNCFRecommender,117,1780,cosine,bm25plus,0.017957991951755934
ItemKNNCFRecommender,174,161,rp3beta,bm25,0.01522156940483226
ItemKNNCFRecommender,192,522,cosine,bm25plus,0.018137968795602696
ItemKNNCFRecommender,20,800,asym,tfidf,0.017464372663711033
ItemKNNCFRecommender,170,1678,cosine,tfidf,0.01755527100638145
ItemKNNCFRecommender,90,362,jaccard,bm25plus,0.01819028014622062
ItemKNNCFRecommender,172,659,asym,bm25,0.01833696128308346
ItemKNNCFRecommender,120,604,cosine,tfidf,0.017559548629427754
ItemKNNCFRecommender,107,1207,cosine,tfidf,0.01753057763087907
ItemKNNCFRecommender,102,1748,asym,bm25plus,0.0179623692934707
